id,organisation,records_lost,month,year,sector,method,data_sensitivity,story,source_name,city,country,latitude,longitude,coordinates,dSens_desc,date
394,Starbucks,97000,Nov,2008,retail,lost device,2,"A laptop containing private information on 97,000 employees was stolen. Employees won a case against the firm before losing in the federal court as they were unable to prove any cognizable harm.",Info Watch,Seattle,USA,47.6062,-122.3321,"[47.6062, -122.3321]",SSN/Personal details,2008-11-01
395,UK Ministry of Defence,1700000,Oct,2008,government,lost device,5,"A hard drive containing sensitive details of Armed Forces personnel - passport & national insurance numbers, bank details etc - went missing. The loss was revealed during National Identity Fraud Prevention Week. ",BBC News,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Full details,2008-10-01
396,"T-Mobile, Deutsche Telecom",17000000,Oct,2008,telecoms,lost device,1,"Thieves stole a device containing names, addresses, cell phone numbers, and some birth dates and e-mail addresses for high-profile German citizens.",FT,Bonn,Germany,50.7374,7.0982,"[50.7374, 7.0982]",Just email address/online information,2008-10-01
397,Norwegian Tax Authorities,3950000,Sep,2008,government,accident,2,"Tax authorities accidentally sent CD-ROMs filled with the 2006 tax returns of 4m Norwegian citizens to editorial staff at national newspapers, radios and television stations.",Info Watch,Oslo,Norway,59.9139,10.7522,"[59.9139, 10.7522]",SSN/Personal details,2008-09-01
398,Service Personnel and Veterans Agency (UK),50500,Sep,2008,government,lost device,2,Hard drives containing personal information of employees were stolen from a high-security facility.,BBC News,United Kingdom,United Kingdom,55.3781,-3.436,"[55.3781, -3.436]",SSN/Personal details,2008-09-01
399,Monster.com,1600000,Aug,2007,web,hacked,2,"A trojan virus harvested user names, e-mail addresses, home addresses and phone numbers. Soon after, phishing e-mails encouraged users to download a Monster Job Seeker Tool, which was in fact malware.",BBC News,Weston,USA,26.1004,-80.3998,"[26.1004, -80.3998]",SSN/Personal details,2007-08-01
400,Driving Standards Agency,3000000,Dec,2007,government,lost device,2,"A hard disk with details of UK driving theory test candidates was lost by a contractor while they were in Iowa, USA.",BBC News,Bristol,United Kingdom,51.4545,-2.5879,"[51.4545, -2.5879]",SSN/Personal details,2007-12-01
401,Fidelity National Information Services,8500000,Jul,2007,financial,inside job,3,"An employee sold customer information to a data broker, including names, addresses, birth dates, bank account and credit card information.",PCWorld,Jacksonville,USA,30.3322,-81.6557,"[30.3322, -81.6557]",Credit card information,2007-07-01
402,City and Hackney Teaching Primary Care Trust,160000,Dec,2007,government,lost device,2,Disks containing children's personal details were lost by couriers. It prompted the agency to introduce disk encryption.,Computer Weekly,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",SSN/Personal details,2007-12-01
403,Gap Inc,800000,Sep,2007,retail,lost device,2,A laptop containing data on people who applied for positions at Gap stores between July 2006 and June 2007 was stolen.,PC World,San Francisco,USA,37.7749,-122.4194,"[37.7749, -122.4194]",SSN/Personal details,2007-09-01
404,Dai Nippon Printing,8637405,Mar,2007,retail,inside job,1,A former contractor of the firm stole 8.6 million records containing the personal data of customers.,Compare Business Products,Tokyo,Japan,35.682839,139.759455,"[35.682839, 139.759455]",Just email address/online information,2007-03-01
405,TK / TJ Maxx,94000000,Mar,2007,retail,hacked,3,A Minnesota store wifi network was hacked. Data from the credit and debit cards of shoppers  was stolen. ,ZD Net,Framingham,USA,42.2793,-71.4162,"[42.2793, -71.4162]",Credit card information,2007-03-01
407,UK Revenue & Customs,25000000,Nov,2007,government,lost device,1,A set of discs containing confidential details of 25 million child benefit recipients was lost.,BBC News,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Just email address/online information,2007-11-01
408,TD Ameritrade,6300000,Sep,2007,financial,hacked,1,The firm settled a class action lawsuit to compensate as many as 6.3 million customers whose data was stolen by hackers.,"Wired, CBNC",Omaha,USA,41.2565,-95.9345,"[41.2565, -95.9345]",Just email address/online information,2007-09-01
410,US Dept of Vet Affairs,26500000,Jul,2006,government,lost device,2,The Veterans Affairs Department agreed to pay $20 million to settle a class action lawsuit over the loss of a laptop.,"GCN, US Gov",Washington,USA,47.7511,-120.7401,"[47.7511, -120.7401]",SSN/Personal details,2006-07-01
411,Automatic Data Processing,125000,Jul,2006,financial,poor security,2,"Automatic Data Processing, one of the world's largest payroll service companies, confirmed that it was swindled by a data thief looking for information on investors.",ABC News,Roseland,USA,40.8201,-74.3024,"[40.8201, -74.3024]",SSN/Personal details,2006-07-01
412,KDDI,4000000,Jun,2006,telecoms,hacked,1,"Tokyo police arrested two men for trying to extort nearly US$90,000. The pair allegedly threatened to disclose the existence of storage media containing personal data.",Computer World,Tokyo,Japan,35.682839,139.759455,"[35.682839, 139.759455]",Just email address/online information,2006-06-01
413,Hewlett Packard,200000,Mar,2006,tech,lost device,2,"A laptop containing employee data was either lost or stolen. It included names, addresses, Social Security numbers, dates of birth and other employment-related information.",Computer Weekly,Palo Alto,USA,37.4419,-122.143,"[37.4419, -122.143]",SSN/Personal details,2006-03-01
414,Ameritrade Inc.,200000,Apr,2005,financial,lost device,2,A computer backup tape containing the personal information of customers between 2000 and 2003 was lost.,NBC,Omaha,USA,41.2565,-95.9345,"[41.2565, -95.9345]",SSN/Personal details,2005-04-01
